#Run;Collection date;AST phenotypes;Isolate;Location;Isolation source
SRR5341976;2016;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=R,meropenem=R,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000198415.3;USA:Boston;urine
SRR5341977;2016;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=R,meropenem=R,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000198416.2;USA:Boston;urine
SRR5341978;2016;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=S,ceftriaxone=R,ciprofloxacin=I,ertapenem=S,gentamicin=R,levofloxacin=I,meropenem=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000198417.3;USA:Boston;sputum
SRR5420072;2016;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000200514.3;USA:Boston;urine
SRR5420073;2016;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=S,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=R,levofloxacin=S,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000200515.3;USA:Boston;urine
SRR5445912;2016;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=I,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000201870.2;USA:Boston;urine
SRR5445913;2016;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000201871.2;USA:Boston;urine
SRR5445915;2016;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=S,tetracycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT000201872.2;USA:Boston;urine
SRR5445924;2016;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=R,meropenem=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000201878.2;USA:Boston;bronchial washings
SRR5806868;2016;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000222827.2;USA:Boston;sputum
SRR5806869;2016;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=I,ertapenem=S,gentamicin=R,levofloxacin=S,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000222828.2;USA:Boston;urine
SRR5806870;2016;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000222829.2;USA:Boston;urine
SRR5806871;2016;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=I,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000222830.2;USA:Boston;urine
SRR26887354;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992400.1;Canada: Hamilton, Ontario;Not collected
SRR26887361;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992407.1;Canada: Hamilton, Ontario;Not collected
SRR26887370;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992416.1;Canada: Hamilton, Ontario;Not collected
SRR26887378;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992424.1;Canada: Hamilton, Ontario;Not collected
SRR26887398;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992444.1;Canada: Hamilton, Ontario;Not collected
SRR26887409;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992455.1;Canada: Hamilton, Ontario;Not collected
SRR26887414;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992460.1;Canada: Hamilton, Ontario;Not collected
SRR26887415;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992461.1;Canada: Hamilton, Ontario;Not collected
SRR26887416;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992462.1;Canada: Hamilton, Ontario;Not collected
SRR26887475;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992521.1;Canada: Hamilton, Ontario;Not collected
SRR26887478;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=I;PDT001992524.1;Canada: Hamilton, Ontario;Not collected
SRR26887480;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=I;PDT001992526.1;Canada: Hamilton, Ontario;Not collected
SRR26887484;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992530.1;Canada: Hamilton, Ontario;Not collected
SRR26887485;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992531.1;Canada: Hamilton, Ontario;Not collected
SRR26887487;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992533.1;Canada: Hamilton, Ontario;Not collected
SRR26887493;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992539.1;Canada: Hamilton, Ontario;Not collected
SRR26887497;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992543.1;Canada: Hamilton, Ontario;Not collected
SRR26887498;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992544.1;Canada: Hamilton, Ontario;Not collected
SRR26887506;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992552.1;Canada: Hamilton, Ontario;Not collected
SRR26887507;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992553.1;Canada: Hamilton, Ontario;Not collected
SRR26887515;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992561.1;Canada: Hamilton, Ontario;Not collected
SRR26887725;2016;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001992768.1;Canada: Hamilton, Ontario;Not collected
SRR30762206;2016;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=S,tigecycline=NS,trimethoprim-sulfamethoxazole=S;PDT002391463.1;Tunisia: Sfax;blood
SRR30762207;2016;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=S,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=I,nitrofurantoin=R,tigecycline=SDD,trimethoprim-sulfamethoxazole=R;PDT002391464.1;Tunisia: Sfax;blood
SRR30762208;2016;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=S,ceftazidime=R,ciprofloxacin=R,colistin=R,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=R;PDT002391465.1;Tunisia: Sfax;blood
SRR30762209;2016;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=S,tigecycline=NS,trimethoprim-sulfamethoxazole=S;PDT002391466.1;Tunisia: Sfax;blood
SRR30762211;2016;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=R,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=SDD,trimethoprim-sulfamethoxazole=R;PDT002391468.1;Tunisia: Sfax;blood
SRR30762212;2016;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=R;PDT002391469.1;Tunisia: Sfax;blood
SRR30762213;2016;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=S,tigecycline=SDD,trimethoprim-sulfamethoxazole=S;PDT002391470.1;Tunisia: Sfax;blood
SRR30762214;2016;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,imipenem=R,meropenem=R,nitrofurantoin=S,tigecycline=NS,trimethoprim-sulfamethoxazole=S;PDT002391471.1;Tunisia: Sfax;blood
SRR5420060;2017;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=I,meropenem=R,piperacillin-tazobactam=R,tetracycline=I,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000200502.3;USA:Boston;ulcer
SRR5420062;2017;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=S;PDT000200504.2;USA:Boston;sputum
SRR5420063;2017;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000200505.3;USA:Boston;sputum
SRR5806877;2017;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=S,levofloxacin=I,meropenem=R,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000222836.2;USA:Boston;sputum
SRR5806881;2017;amikacin=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,ceftazidime=R,ceftriaxone=R,cefuroxime=R,ciprofloxacin=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=I,nitrofurantoin=R,piperacillin-tazobactam=R,trimethoprim-sulfamethoxazole=R;PDT000222839.2;USA:Boston;urine
SRR5806882;2017;amikacin=S,amoxicillin-clavulanic acid=R,cefepime=S,cefoxitin=R,ceftazidime=S,ceftriaxone=R,ciprofloxacin=S,gentamicin=S,levofloxacin=S,meropenem=R,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000222840.2;USA:Boston;sputum
SRR5810501;2017;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=S,piperacillin-tazobactam=R,tetracycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000223019.2;USA:Boston;urine
SRR5810502;2017;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=R,levofloxacin=S,meropenem=S,piperacillin-tazobactam=I,tetracycline=S,tobramycin=I,trimethoprim-sulfamethoxazole=S;PDT000223020.2;USA:Boston;sputum
SRR5810503;2017;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=S,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,nitrofurantoin=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000223021.2;USA:Boston;urine
SRR5810509;2017;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=S,piperacillin-tazobactam=R,tetracycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000223025.2;USA:Boston;urine
SRR5810506;2017;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=S,cefoxitin=I,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=S;PDT000223030.2;USA:Boston;wound
SRR5862473;2017;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,gentamicin=R,levofloxacin=R,meropenem=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000226503.2;USA:Boston;tracheal aspirate
SRR5862474;2017;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=I,gentamicin=S,levofloxacin=I,meropenem=R,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000226504.2;USA:Boston;bronchial alveolar lavage
SRR5862477;2017;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=S,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000226507.2;USA:Boston;sputum
SRR5862478;2017;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=S,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000226508.2;USA:Boston;rectal
SRR5901127;2017;amikacin=R,amoxicillin-clavulanic acid=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=S,levofloxacin=I,meropenem=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT000231448.2;USA:Boston;rectal
SRR5901128;2017;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000231449.2;USA:Boston;rectal
SRR6310474;2017;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=R,meropenem=R,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000265737.3;USA:Boston;urine
SRR6310475;2017;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=R,ceftazidime-avibactam=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=S;PDT000265872.3;USA:Boston;urine
SRR30762198;2017;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=S,ceftazidime=R,ciprofloxacin=R,colistin=R,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=SDD,trimethoprim-sulfamethoxazole=I;PDT002391455.1;Tunisia: Sfax;blood
SRR30762200;2017;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=S,ceftazidime=R,ciprofloxacin=R,colistin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=SDD,trimethoprim-sulfamethoxazole=R;PDT002391457.1;Tunisia: Sfax;blood
SRR30762201;2017;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=S,tigecycline=SDD,trimethoprim-sulfamethoxazole=S;PDT002391458.1;Tunisia: Sfax;blood
SRR30762202;2017;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=R,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=R;PDT002391459.1;Tunisia: Sfax;blood
SRR30762203;2017;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=S,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=S,meropenem=I,nitrofurantoin=S,tigecycline=NS,trimethoprim-sulfamethoxazole=S;PDT002391460.1;Tunisia: Sfax;blood
SRR30762204;2017;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=S,tigecycline=SDD,trimethoprim-sulfamethoxazole=S;PDT002391461.1;Tunisia: Sfax;blood
SRR30762205;2017;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=S,imipenem=R,meropenem=R,nitrofurantoin=S,tigecycline=NS,trimethoprim-sulfamethoxazole=S;PDT002391462.1;Tunisia: Sfax;blood
SRR14673412;2018;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=R,piperacillin-tazobactam=S;PDT001049065.1;Australia;Rectal Swab
SRR14673418;2018;amoxicillin-clavulanic acid=R,ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT001049071.1;Australia;Rectal Swab
SRR15097885;2018;ceftazidime=I,ceftriaxone=I,piperacillin-tazobactam=R;PDT001087214.1;Australia;swab
SRR15097886;2018;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001087215.1;Australia;
SRR15097887;2018;amoxicillin-clavulanic acid=R,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087216.1;Australia;swab
SRR15097894;2018;amoxicillin-clavulanic acid=R,ceftazidime=I,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087223.1;Australia;swab
SRR15097897;2018;amoxicillin-clavulanic acid=S,ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087226.1;Australia;swab
SRR15097908;2018;amoxicillin-clavulanic acid=R,ceftazidime=I,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087237.1;Australia;urine
SRR15097910;2018;amoxicillin-clavulanic acid=R,ceftazidime=R,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087239.1;Australia;urine
SRR15097921;2018;amoxicillin-clavulanic acid=R,ceftazidime=I,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087250.1;Australia;
SRR15097974;2018;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001087303.1;Australia;urine
SRR15097981;2018;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT001087310.1;Australia;Blood (whole)
SRR24102312;2018;Imipenem-EDTA-PA=ND,amikacin=R,ampicillin-sulbactam=R,ampicillin=R,cefepime=R,cefiderocol=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-avibactam=R,ceftazidime=R,imipenem-relebactam=R,imipenem=R,levofloxacin=R,meropenem-vaborbactam=R,meropenem=R,minocycline=S,nitrofurantoin=R,omadacycline=S,piperacillin-tazobactam=R,plazomicin=R,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001682681.1;USA;urine
SRR30762190;2018;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=S,ceftazidime=R,ciprofloxacin=R,colistin=R,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=R;PDT002391447.1;Tunisia: Sfax;blood
SRR30762191;2018;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=S,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=I,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=R;PDT002391448.1;Tunisia: Sfax;blood
SRR30762192;2018;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=R;PDT002391449.1;Tunisia: Sfax;blood
SRR30762193;2018;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=S;PDT002391450.1;Tunisia: Sfax;blood
SRR30762194;2018;amikacin=R,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=S,ceftazidime=R,ciprofloxacin=R,colistin=S,imipenem=I,meropenem=I,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=R;PDT002391451.1;Tunisia: Sfax;blood
SRR30762195;2018;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=S,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=S;PDT002391452.1;Tunisia: Sfax;blood
SRR30762196;2018;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,ciprofloxacin=R,colistin=R,gentamicin=R,imipenem=R,meropenem=R,nitrofurantoin=R,tigecycline=NS,trimethoprim-sulfamethoxazole=R;PDT002391453.1;Tunisia: Sfax;blood
SRR30762197;2018;amikacin=S,amoxicillin=R,cefotaxime=R,ceftazidime-avibactam=R,ceftazidime=R,colistin=S,gentamicin=S,imipenem=R,meropenem=R,nitrofurantoin=S,tigecycline=NS,trimethoprim-sulfamethoxazole=R;PDT002391454.1;Tunisia: Sfax;blood
SRR15098047;2019;ceftazidime=R,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087376.1;Australia;urine
SRR15098048;2019;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT001087377.1;Australia;Fluid
SRR15098054;2019;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT001087383.1;Australia;swab
SRR15098057;2019;ceftazidime=I,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087386.1;Australia;Blood (whole)
SRR15098059;2019;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001087388.1;Australia;urine
SRR15098099;2019;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087428.1;Australia;Urine, mid stream
SRR15098109;2019;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT001087438.1;Australia;urine
SRR15098122;2019;ceftazidime=R,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087451.1;Australia;urine
SRR15098123;2019;ceftazidime=R,ceftriaxone=S,piperacillin-tazobactam=R;PDT001087452.1;Australia;urine
